timestamp,777204_ML_entry,777215_FR,777244_FR,772690_OR,772691_FR,772981_FR,772982_OR,774412_OR,774413_FR,774458_CD,774459_FF,737211_OR,774193_FF,718318_OR,718319_FR,716844_OR,717961_FR,716846_OR,717965_FR,716850_OR,761735_FR,716852_OR,717974_FR,716854_OR,716856_FF,718043_OR,716858_OR,718477_FR,716861_OR,717982_FR,716862_OR,717991_FR,716864_OR,717994_FR,716866_OR,717999_FR,718004_OR,718005_FR,718494_FR,716869_OR,716871_OR,718009_FR,717802_OR,718013_FR,765597_FF,776229_FR,718015_FR,763935_OR,776256_FF,768446_FR,776243_OR,776187_FR,776188_ML_exit
06/03/2026 01:25:00,78,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,2,17,6,11,,,,,9,9,,,,0,,,,,,,,,,,69
06/03/2026 01:30:00,80,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,2,19,12,7,,,,,18,13,,,,1,,,,,,,,,,,68
06/03/2026 01:35:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,3,13,3,10,,,,,10,14,,,,6,,,,,,,,,,,67
06/03/2026 01:40:00,81,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,3,15,8,14,,,,,9,14,,,,1,,,,,,,,,,,66
06/03/2026 01:45:00,101,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,0,20,13,2,,,,,13,8,,,,2,,,,,,,,,,,65
06/03/2026 01:50:00,78,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,0,20,6,15,,,,,7,7,,,,3,,,,,,,,,,,63
06/03/2026 01:55:00,80,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,1,14,9,9,,,,,20,8,,,,2,,,,,,,,,,,60
06/03/2026 02:00:00,89,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,2,18,4,5,,,,,10,9,,,,2,,,,,,,,,,,57
06/03/2026 02:05:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,6,7,3,9,,,,,10,4,,,,6,,,,,,,,,,,60
06/03/2026 02:10:00,90,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,1,21,5,7,,,,,11,8,,,,5,,,,,,,,,,,62
06/03/2026 02:15:00,93,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,20,9,8,,,,,11,8,,,,2,,,,,,,,,,,62
06/03/2026 02:20:00,89,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,2,13,8,7,,,,,14,7,,,,3,,,,,,,,,,,59
06/03/2026 02:25:00,84,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,2,14,4,11,,,,,11,7,,,,3,,,,,,,,,,,59
06/03/2026 02:30:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,1,19,9,12,,,,,16,5,,,,7,,,,,,,,,,,57
06/03/2026 02:35:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,3,14,3,13,,,,,19,7,,,,4,,,,,,,,,,,58
06/03/2026 02:40:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,3,13,9,4,,,,,18,5,,,,6,,,,,,,,,,,61
06/03/2026 02:45:00,89,,,,,,,,,,,,,,,,,,,,,,,,,,14,7,0,10,7,7,,,,,15,5,,,,5,,,,,,,,,,,59
06/03/2026 02:50:00,93,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,2,15,8,7,,,,,6,8,,,,2,,,,,,,,,,,55
06/03/2026 02:55:00,101,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,1,14,12,12,,,,,9,4,,,,2,,,,,,,,,,,53
06/03/2026 03:00:00,120,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,0,8,9,6,,,,,15,9,,,,4,,,,,,,,,,,51
06/03/2026 03:05:00,111,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,3,15,6,5,,,,,9,9,,,,8,,,,,,,,,,,53
06/03/2026 03:10:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,3,5,6,11,,,,,17,5,,,,3,,,,,,,,,,,53
06/03/2026 03:15:00,67,,,,,,,,,,,,,,,,,,,,,,,,,,16,4,1,19,12,8,,,,,20,6,,,,6,,,,,,,,,,,57
06/03/2026 03:20:00,94,,,,,,,,,,,,,,,,,,,,,,,,,,9,11,3,15,10,9,,,,,24,9,,,,11,,,,,,,,,,,60
06/03/2026 03:25:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,7,13,17,8,,,,,16,6,,,,7,,,,,,,,,,,63
06/03/2026 03:30:00,74,,,,,,,,,,,,,,,,,,,,,,,,,,14,6,4,13,10,15,,,,,18,6,,,,7,,,,,,,,,,,67
06/03/2026 03:35:00,74,,,,,,,,,,,,,,,,,,,,,,,,,,27,4,6,5,13,11,,,,,16,10,,,,6,,,,,,,,,,,71
06/03/2026 03:40:00,81,,,,,,,,,,,,,,,,,,,,,,,,,,28,7,3,9,17,12,,,,,14,7,,,,11,,,,,,,,,,,74
06/03/2026 03:45:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,25,10,7,12,14,14,,,,,21,6,,,,11,,,,,,,,,,,78
06/03/2026 03:50:00,74,,,,,,,,,,,,,,,,,,,,,,,,,,23,6,5,15,17,19,,,,,22,7,,,,14,,,,,,,,,,,76
06/03/2026 03:55:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,22,8,5,15,15,12,,,,,19,11,,,,10,,,,,,,,,,,74
06/03/2026 04:00:00,81,,,,,,,,,,,,,,,,,,,,,,,,,,25,7,2,9,6,9,,,,,15,7,,,,5,,,,,,,,,,,74
06/03/2026 04:05:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,5,14,24,9,,,,,22,7,,,,8,,,,,,,,,,,80
06/03/2026 04:10:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,19,7,5,17,19,26,,,,,21,9,,,,7,,,,,,,,,,,89
06/03/2026 04:15:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,24,2,2,21,17,10,,,,,15,9,,,,6,,,,,,,,,,,99
06/03/2026 04:20:00,87,,,,,,,,,,,,,,,,,,,,,,,,,,21,7,4,5,20,11,,,,,24,6,,,,8,,,,,,,,,,,106
06/03/2026 04:25:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,34,4,10,12,19,23,,,,,30,12,,,,16,,,,,,,,,,,119
06/03/2026 04:30:00,87,,,,,,,,,,,,,,,,,,,,,,,,,,30,12,8,15,23,21,,,,,30,8,,,,12,,,,,,,,,,,126
06/03/2026 04:35:00,89,,,,,,,,,,,,,,,,,,,,,,,,,,42,9,7,14,30,20,,,,,30,11,,,,13,,,,,,,,,,,142
06/03/2026 04:40:00,90,,,,,,,,,,,,,,,,,,,,,,,,,,43,6,16,17,26,30,,,,,34,12,,,,18,,,,,,,,,,,154
06/03/2026 04:45:00,86,,,,,,,,,,,,,,,,,,,,,,,,,,42,15,11,8,25,31,,,,,23,18,,,,24,,,,,,,,,,,157
06/03/2026 04:50:00,97,,,,,,,,,,,,,,,,,,,,,,,,,,28,12,13,12,33,39,,,,,29,10,,,,19,,,,,,,,,,,156
06/03/2026 04:55:00,87,,,,,,,,,,,,,,,,,,,,,,,,,,24,21,9,16,27,28,,,,,35,16,,,,29,,,,,,,,,,,154
06/03/2026 05:00:00,87,,,,,,,,,,,,,,,,,,,,,,,,,,31,10,15,11,31,24,,,,,37,12,,,,16,,,,,,,,,,,158
06/03/2026 05:05:00,90,,,,,,,,,,,,,,,,,,,,,,,,,,27,12,16,7,40,20,,,,,32,10,,,,19,,,,,,,,,,,175
06/03/2026 05:10:00,106,,,,,,,,,,,,,,,,,,,,,,,,,,28,9,16,18,28,20,,,,,30,11,,,,18,,,,,,,,,,,195
06/03/2026 05:15:00,95,,,,,,,,,,,,,,,,,,,,,,,,,,29,10,10,20,33,7,,,,,53,14,,,,14,,,,,,,,,,,216
06/03/2026 05:20:00,101,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,22,16,36,14,,,,,53,12,,,,18,,,,,,,,,,,233
06/03/2026 05:25:00,124,,,,,,,,,,,,,,,,,,,,,,,,,,36,12,14,19,27,21,,,,,52,17,,,,28,,,,,,,,,,,256
06/03/2026 05:30:00,110,,,,,,,,,,,,,,,,,,,,,,,,,,53,14,26,22,53,15,,,,,47,17,,,,32,,,,,,,,,,,273
06/03/2026 05:35:00,112,,,,,,,,,,,,,,,,,,,,,,,,,,46,21,37,12,37,16,,,,,53,20,,,,38,,,,,,,,,,,294
06/03/2026 05:40:00,120,,,,,,,,,,,,,,,,,,,,,,,,,,62,24,25,20,51,18,,,,,65,21,,,,44,,,,,,,,,,,307
06/03/2026 05:45:00,146,,,,,,,,,,,,,,,,,,,,,,,,,,53,18,27,16,61,21,,,,,52,16,,,,48,,,,,,,,,,,317
06/03/2026 05:50:00,120,,,,,,,,,,,,,,,,,,,,,,,,,,45,26,22,30,46,33,,,,,37,19,,,,58,,,,,,,,,,,313
06/03/2026 05:55:00,150,,,,,,,,,,,,,,,,,,,,,,,,,,42,44,29,19,57,35,,,,,40,20,,,,46,,,,,,,,,,,304
06/03/2026 06:00:00,135,,,,,,,,,,,,,,,,,,,,,,,,,,47,26,24,24,38,21,,,,,54,17,,,,51,,,,,,,,,,,302
06/03/2026 06:05:00,142,,,,,,,,,,,,,,,,,,,,,,,,,,43,10,25,27,51,14,,,,,54,20,,,,40,,,,,,,,,,,306
06/03/2026 06:10:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,43,13,29,28,38,27,,,,,28,26,,,,28,,,,,,,,,,,321
06/03/2026 06:15:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,32,17,25,23,47,18,,,,,58,29,,,,44,,,,,,,,,,,330
06/03/2026 06:20:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,39,19,44,25,55,31,,,,,37,26,,,,45,,,,,,,,,,,336
06/03/2026 06:25:00,130,,,,,,,,,,,,,,,,,,,,,,,,,,42,25,26,31,49,22,,,,,36,26,,,,40,,,,,,,,,,,340
06/03/2026 06:30:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,41,17,34,28,46,21,,,,,37,23,,,,40,,,,,,,,,,,345
06/03/2026 06:35:00,158,,,,,,,,,,,,,,,,,,,,,,,,,,43,32,29,35,66,18,,,,,55,21,,,,40,,,,,,,,,,,345
06/03/2026 06:40:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,42,21,48,32,62,19,,,,,52,25,,,,60,,,,,,,,,,,334
06/03/2026 06:45:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,42,39,35,32,68,19,,,,,48,15,,,,66,,,,,,,,,,,330
06/03/2026 06:50:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,43,19,33,46,59,17,,,,,32,15,,,,63,,,,,,,,,,,323
06/03/2026 06:55:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,45,20,28,37,55,11,,,,,56,21,,,,53,,,,,,,,,,,318
06/03/2026 07:00:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,39,18,45,34,58,15,,,,,42,12,,,,65,,,,,,,,,,,319
06/03/2026 07:05:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,40,21,37,34,54,14,,,,,59,24,,,,37,,,,,,,,,,,321
06/03/2026 07:10:00,198,,,,,,,,,,,,,,,,,,,,,,,,,,39,21,45,50,54,20,,,,,49,20,,,,56,,,,,,,,,,,326
06/03/2026 07:15:00,188,,,,,,,,,,,,,,,,,,,,,,,,,,42,24,40,44,78,14,,,,,59,23,,,,56,,,,,,,,,,,326
06/03/2026 07:20:00,151,,,,,,,,,,,,,,,,,,,,,,,,,,34,13,38,45,59,25,,,,,46,20,,,,43,,,,,,,,,,,328
06/03/2026 07:25:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,39,17,44,33,64,10,,,,,60,16,,,,53,,,,,,,,,,,326
06/03/2026 07:30:00,193,,,,,,,,,,,,,,,,,,,,,,,,,,39,16,23,32,61,17,,,,,43,39,,,,60,,,,,,,,,,,326
06/03/2026 07:35:00,188,,,,,,,,,,,,,,,,,,,,,,,,,,47,24,30,36,53,7,,,,,43,21,,,,59,,,,,,,,,,,330
06/03/2026 07:40:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,31,35,53,12,,,,,57,24,,,,79,,,,,,,,,,,328
06/03/2026 07:45:00,180,,,,,,,,,,,,,,,,,,,,,,,,,,31,24,25,29,45,23,,,,,49,30,,,,81,,,,,,,,,,,326
06/03/2026 07:50:00,205,,,,,,,,,,,,,,,,,,,,,,,,,,39,15,32,27,56,24,,,,,42,42,,,,62,,,,,,,,,,,319
06/03/2026 07:55:00,211,,,,,,,,,,,,,,,,,,,,,,,,,,41,13,30,31,52,23,,,,,49,28,,,,60,,,,,,,,,,,317
06/03/2026 08:00:00,203,,,,,,,,,,,,,,,,,,,,,,,,,,46,28,41,36,47,25,,,,,58,22,,,,45,,,,,,,,,,,317
06/03/2026 08:05:00,195,,,,,,,,,,,,,,,,,,,,,,,,,,39,15,34,31,57,26,,,,,50,33,,,,28,,,,,,,,,,,320
06/03/2026 08:10:00,195,,,,,,,,,,,,,,,,,,,,,,,,,,40,16,29,58,46,22,,,,,41,23,,,,32,,,,,,,,,,,318
06/03/2026 08:15:00,202,,,,,,,,,,,,,,,,,,,,,,,,,,39,27,27,40,49,20,,,,,43,27,,,,47,,,,,,,,,,,317
06/03/2026 08:20:00,184,,,,,,,,,,,,,,,,,,,,,,,,,,27,24,20,37,40,29,,,,,46,19,,,,54,,,,,,,,,,,313
06/03/2026 08:25:00,188,,,,,,,,,,,,,,,,,,,,,,,,,,21,32,20,36,55,8,,,,,45,20,,,,53,,,,,,,,,,,313
06/03/2026 08:30:00,201,,,,,,,,,,,,,,,,,,,,,,,,,,30,18,29,28,52,25,,,,,49,24,,,,56,,,,,,,,,,,310
06/03/2026 08:35:00,188,,,,,,,,,,,,,,,,,,,,,,,,,,32,36,23,35,43,31,,,,,37,29,,,,53,,,,,,,,,,,313
06/03/2026 08:40:00,184,,,,,,,,,,,,,,,,,,,,,,,,,,44,29,23,44,46,31,,,,,40,36,,,,43,,,,,,,,,,,311
06/03/2026 08:45:00,177,,,,,,,,,,,,,,,,,,,,,,,,,,34,28,29,57,38,26,,,,,41,33,,,,47,,,,,,,,,,,311
06/03/2026 08:50:00,201,,,,,,,,,,,,,,,,,,,,,,,,,,32,27,34,62,44,19,,,,,39,39,,,,43,,,,,,,,,,,306
06/03/2026 08:55:00,184,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,19,46,43,37,,,,,41,46,,,,36,,,,,,,,,,,302
06/03/2026 09:00:00,164,,,,,,,,,,,,,,,,,,,,,,,,,,31,22,19,52,37,28,,,,,46,46,,,,39,,,,,,,,,,,300
06/03/2026 09:05:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,25,11,15,50,36,29,,,,,27,48,,,,48,,,,,,,,,,,298
06/03/2026 09:10:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,31,29,32,31,37,31,,,,,42,39,,,,58,,,,,,,,,,,300
06/03/2026 09:15:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,25,27,20,41,30,33,,,,,34,37,,,,58,,,,,,,,,,,305
06/03/2026 09:20:00,185,,,,,,,,,,,,,,,,,,,,,,,,,,41,20,18,36,38,34,,,,,35,47,,,,40,,,,,,,,,,,304
06/03/2026 09:25:00,180,,,,,,,,,,,,,,,,,,,,,,,,,,32,17,22,48,33,34,,,,,32,50,,,,46,,,,,,,,,,,306
06/03/2026 09:30:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,35,16,27,31,35,34,,,,,47,48,,,,53,,,,,,,,,,,304
06/03/2026 09:35:00,154,,,,,,,,,,,,,,,,,,,,,,,,,,29,21,27,52,49,21,,,,,44,48,,,,46,,,,,,,,,,,307
06/03/2026 09:40:00,180,,,,,,,,,,,,,,,,,,,,,,,,,,39,20,22,31,42,31,,,,,42,59,,,,47,,,,,,,,,,,308
06/03/2026 09:45:00,151,,,,,,,,,,,,,,,,,,,,,,,,,,35,27,37,33,39,28,,,,,48,46,,,,53,,,,,,,,,,,303
06/03/2026 09:50:00,174,,,,,,,,,,,,,,,,,,,,,,,,,,29,17,24,38,42,38,,,,,32,68,,,,36,,,,,,,,,,,305
06/03/2026 09:55:00,152,,,,,,,,,,,,,,,,,,,,,,,,,,30,18,26,52,43,41,,,,,30,54,,,,39,,,,,,,,,,,300
06/03/2026 10:00:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,37,26,28,40,33,44,,,,,29,49,,,,41,,,,,,,,,,,300
06/03/2026 10:05:00,158,,,,,,,,,,,,,,,,,,,,,,,,,,28,21,21,44,42,33,,,,,40,49,,,,32,,,,,,,,,,,302
06/03/2026 10:10:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,42,20,26,41,32,38,,,,,29,38,,,,39,,,,,,,,,,,302
06/03/2026 10:15:00,178,,,,,,,,,,,,,,,,,,,,,,,,,,37,18,25,54,28,42,,,,,35,55,,,,32,,,,,,,,,,,306
06/03/2026 10:20:00,150,,,,,,,,,,,,,,,,,,,,,,,,,,41,21,18,55,30,37,,,,,47,41,,,,22,,,,,,,,,,,306
06/03/2026 10:25:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,24,12,21,52,35,47,,,,,29,49,,,,26,,,,,,,,,,,304
06/03/2026 10:30:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,40,16,25,35,45,36,,,,,30,52,,,,28,,,,,,,,,,,307
06/03/2026 10:35:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,23,46,42,37,,,,,51,43,,,,42,,,,,,,,,,,306
06/03/2026 10:40:00,174,,,,,,,,,,,,,,,,,,,,,,,,,,44,22,21,49,35,48,,,,,51,52,,,,35,,,,,,,,,,,305
06/03/2026 10:45:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,36,22,20,44,43,32,,,,,50,57,,,,28,,,,,,,,,,,304
06/03/2026 10:50:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,27,17,17,50,31,48,,,,,43,56,,,,39,,,,,,,,,,,303
06/03/2026 10:55:00,140,,,,,,,,,,,,,,,,,,,,,,,,,,35,22,22,46,25,50,,,,,49,65,,,,36,,,,,,,,,,,302
06/03/2026 11:00:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,35,27,13,52,50,33,,,,,31,63,,,,28,,,,,,,,,,,300
06/03/2026 11:05:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,25,13,20,46,42,38,,,,,24,61,,,,42,,,,,,,,,,,305
06/03/2026 11:10:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,30,26,8,54,58,32,,,,,30,42,,,,40,,,,,,,,,,,308
06/03/2026 11:15:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,27,36,37,46,,,,,29,46,,,,31,,,,,,,,,,,307
06/03/2026 11:20:00,176,,,,,,,,,,,,,,,,,,,,,,,,,,25,18,16,57,28,36,,,,,37,46,,,,28,,,,,,,,,,,309
06/03/2026 11:25:00,163,,,,,,,,,,,,,,,,,,,,,,,,,,26,17,19,51,35,37,,,,,23,49,,,,28,,,,,,,,,,,310
06/03/2026 11:30:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,31,22,18,45,33,42,,,,,36,46,,,,32,,,,,,,,,,,311
06/03/2026 11:35:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,31,17,14,73,45,28,,,,,37,38,,,,21,,,,,,,,,,,315
06/03/2026 11:40:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,41,20,29,47,44,33,,,,,36,47,,,,31,,,,,,,,,,,325
06/03/2026 11:45:00,187,,,,,,,,,,,,,,,,,,,,,,,,,,31,24,24,53,43,41,,,,,32,39,,,,25,,,,,,,,,,,320
06/03/2026 11:50:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,23,52,32,35,,,,,31,59,,,,21,,,,,,,,,,,323
06/03/2026 11:55:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,34,15,18,51,39,35,,,,,37,56,,,,28,,,,,,,,,,,319
06/03/2026 12:00:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,31,26,18,62,40,37,,,,,31,49,,,,26,,,,,,,,,,,327
06/03/2026 12:05:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,36,26,23,50,23,33,,,,,33,51,,,,34,,,,,,,,,,,329
06/03/2026 12:10:00,165,,,,,,,,,,,,,,,,,,,,,,,,,,35,23,22,49,53,41,,,,,35,48,,,,27,,,,,,,,,,,323
06/03/2026 12:15:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,33,30,30,52,53,40,,,,,41,69,,,,31,,,,,,,,,,,332
06/03/2026 12:20:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,41,29,25,42,42,68,,,,,39,44,,,,32,,,,,,,,,,,332
06/03/2026 12:25:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,35,22,24,51,43,45,,,,,29,51,,,,14,,,,,,,,,,,326
06/03/2026 12:30:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,28,23,15,69,38,57,,,,,24,74,,,,30,,,,,,,,,,,325
06/03/2026 12:35:00,154,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,28,54,38,62,,,,,32,55,,,,32,,,,,,,,,,,328
06/03/2026 12:40:00,178,,,,,,,,,,,,,,,,,,,,,,,,,,37,27,21,58,35,36,,,,,45,50,,,,34,,,,,,,,,,,330
06/03/2026 12:45:00,177,,,,,,,,,,,,,,,,,,,,,,,,,,30,21,21,58,34,33,,,,,43,52,,,,29,,,,,,,,,,,332
06/03/2026 12:50:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,35,24,20,48,36,40,,,,,41,49,,,,24,,,,,,,,,,,328
06/03/2026 12:55:00,198,,,,,,,,,,,,,,,,,,,,,,,,,,35,41,17,64,34,47,,,,,28,61,,,,36,,,,,,,,,,,319
06/03/2026 13:00:00,213,,,,,,,,,,,,,,,,,,,,,,,,,,37,25,19,54,50,40,,,,,37,42,,,,31,,,,,,,,,,,315
06/03/2026 13:05:00,177,,,,,,,,,,,,,,,,,,,,,,,,,,32,25,16,57,49,60,,,,,30,50,,,,32,,,,,,,,,,,327
06/03/2026 13:10:00,150,,,,,,,,,,,,,,,,,,,,,,,,,,36,27,19,65,43,32,,,,,32,45,,,,33,,,,,,,,,,,319
06/03/2026 13:15:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,29,57,42,41,,,,,42,50,,,,39,,,,,,,,,,,321
06/03/2026 13:20:00,164,,,,,,,,,,,,,,,,,,,,,,,,,,31,30,20,46,41,48,,,,,39,64,,,,31,,,,,,,,,,,323
06/03/2026 13:25:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,36,30,20,54,51,32,,,,,32,57,,,,41,,,,,,,,,,,321
06/03/2026 13:30:00,172,,,,,,,,,,,,,,,,,,,,,,,,,,44,31,26,63,43,37,,,,,53,66,,,,26,,,,,,,,,,,321
06/03/2026 13:35:00,146,,,,,,,,,,,,,,,,,,,,,,,,,,30,33,23,63,50,30,,,,,20,63,,,,37,,,,,,,,,,,323
06/03/2026 13:40:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,16,77,56,34,,,,,40,53,,,,42,,,,,,,,,,,326
06/03/2026 13:45:00,215,,,,,,,,,,,,,,,,,,,,,,,,,,32,26,27,66,45,22,,,,,42,44,,,,38,,,,,,,,,,,325
06/03/2026 13:50:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,34,26,24,83,40,36,,,,,35,56,,,,25,,,,,,,,,,,325
06/03/2026 13:55:00,187,,,,,,,,,,,,,,,,,,,,,,,,,,40,23,20,73,41,45,,,,,31,42,,,,25,,,,,,,,,,,322
06/03/2026 14:00:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,21,27,29,80,39,30,,,,,34,64,,,,28,,,,,,,,,,,324
06/03/2026 14:05:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,38,24,26,79,46,36,,,,,40,56,,,,32,,,,,,,,,,,321
06/03/2026 14:10:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,41,26,20,62,48,41,,,,,34,61,,,,33,,,,,,,,,,,326
06/03/2026 14:15:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,34,20,38,49,52,41,,,,,49,58,,,,21,,,,,,,,,,,328
06/03/2026 14:20:00,176,,,,,,,,,,,,,,,,,,,,,,,,,,42,39,21,71,40,39,,,,,24,52,,,,29,,,,,,,,,,,327
