timestamp,777204_ML_entry,777215_FR,777244_FR,772690_OR,772691_FR,772981_FR,772982_OR,774412_OR,774413_FR,774458_CD,774459_FF,737211_OR,774193_FF,718318_OR,718319_FR,716844_OR,717961_FR,716846_OR,717965_FR,716850_OR,761735_FR,716852_OR,717974_FR,716854_OR,716856_FF,718043_OR,716858_OR,718477_FR,716861_OR,717982_FR,716862_OR,717991_FR,716864_OR,717994_FR,716866_OR,717999_FR,718004_OR,718005_FR,718494_FR,716869_OR,716871_OR,718009_FR,717802_OR,718013_FR,765597_FF,776229_FR,718015_FR,763935_OR,776256_FF,768446_FR,776243_OR,776187_FR,776188_ML_exit
06/02/2026 00:50:00,105,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,1,13,2,10,,,,,19,10,,,,2,,,,,,,,,,,80
06/02/2026 00:55:00,86,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,1,9,3,13,,,,,8,8,,,,2,,,,,,,,,,,78
06/02/2026 01:00:00,97,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,0,13,2,7,,,,,13,13,,,,3,,,,,,,,,,,72
06/02/2026 01:05:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,5,12,5,6,,,,,14,10,,,,3,,,,,,,,,,,71
06/02/2026 01:10:00,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,7,16,5,8,,,,,15,9,,,,5,,,,,,,,,,,69
06/02/2026 01:15:00,85,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,1,14,7,6,,,,,14,10,,,,1,,,,,,,,,,,69
06/02/2026 01:20:00,91,,,,,,,,,,,,,,,,,,,,,,,,,,9,7,2,15,7,11,,,,,16,15,,,,3,,,,,,,,,,,68
06/02/2026 01:25:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,4,14,5,14,,,,,19,9,,,,1,,,,,,,,,,,65
06/02/2026 01:30:00,77,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4,4,7,6,,,,,15,5,,,,5,,,,,,,,,,,62
06/02/2026 01:35:00,101,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,5,10,2,12,,,,,20,12,,,,5,,,,,,,,,,,63
06/02/2026 01:40:00,97,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,2,11,8,9,,,,,17,16,,,,1,,,,,,,,,,,63
06/02/2026 01:45:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,3,8,6,9,,,,,13,9,,,,1,,,,,,,,,,,62
06/02/2026 01:50:00,87,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,9,6,7,,,,,12,8,,,,3,,,,,,,,,,,59
06/02/2026 01:55:00,76,,,,,,,,,,,,,,,,,,,,,,,,,,8,9,2,7,7,5,,,,,16,5,,,,2,,,,,,,,,,,55
06/02/2026 02:00:00,81,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,3,8,6,8,,,,,16,14,,,,1,,,,,,,,,,,55
06/02/2026 02:05:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,11,0,7,,,,,19,9,,,,4,,,,,,,,,,,57
06/02/2026 02:10:00,86,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,10,8,4,,,,,10,3,,,,4,,,,,,,,,,,59
06/02/2026 02:15:00,76,,,,,,,,,,,,,,,,,,,,,,,,,,8,8,2,7,8,6,,,,,19,13,,,,3,,,,,,,,,,,57
06/02/2026 02:20:00,81,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,1,11,8,12,,,,,16,7,,,,8,,,,,,,,,,,55
06/02/2026 02:25:00,90,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,1,12,3,11,,,,,19,6,,,,3,,,,,,,,,,,55
06/02/2026 02:30:00,74,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,1,11,6,10,,,,,10,8,,,,3,,,,,,,,,,,55
06/02/2026 02:35:00,70,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,1,8,9,10,,,,,11,9,,,,4,,,,,,,,,,,57
06/02/2026 02:40:00,91,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,6,4,5,,,,,11,11,,,,4,,,,,,,,,,,58
06/02/2026 02:45:00,76,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,1,10,3,11,,,,,13,4,,,,3,,,,,,,,,,,55
06/02/2026 02:50:00,89,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,2,10,5,16,,,,,13,3,,,,6,,,,,,,,,,,53
06/02/2026 02:55:00,112,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,0,4,10,13,,,,,17,11,,,,2,,,,,,,,,,,51
06/02/2026 03:00:00,98,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,3,4,4,9,,,,,12,9,,,,4,,,,,,,,,,,50
06/02/2026 03:05:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,3,8,11,,,,,7,8,,,,3,,,,,,,,,,,51
06/02/2026 03:10:00,75,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,3,8,10,6,,,,,12,3,,,,2,,,,,,,,,,,53
06/02/2026 03:15:00,78,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,1,8,13,7,,,,,16,4,,,,6,,,,,,,,,,,55
06/02/2026 03:20:00,77,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,2,4,4,11,,,,,18,6,,,,7,,,,,,,,,,,59
06/02/2026 03:25:00,71,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,4,12,11,12,,,,,12,3,,,,7,,,,,,,,,,,63
06/02/2026 03:30:00,67,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,3,4,11,7,,,,,19,4,,,,9,,,,,,,,,,,66
06/02/2026 03:35:00,67,,,,,,,,,,,,,,,,,,,,,,,,,,10,9,6,4,8,7,,,,,18,6,,,,10,,,,,,,,,,,68
06/02/2026 03:40:00,81,,,,,,,,,,,,,,,,,,,,,,,,,,21,4,8,12,12,6,,,,,24,6,,,,12,,,,,,,,,,,72
06/02/2026 03:45:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,24,10,9,9,13,15,,,,,28,6,,,,13,,,,,,,,,,,74
06/02/2026 03:50:00,86,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,3,11,15,24,,,,,17,11,,,,11,,,,,,,,,,,74
06/02/2026 03:55:00,74,,,,,,,,,,,,,,,,,,,,,,,,,,12,9,1,7,13,14,,,,,20,10,,,,6,,,,,,,,,,,71
06/02/2026 04:00:00,67,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,3,11,8,11,,,,,19,12,,,,12,,,,,,,,,,,70
06/02/2026 04:05:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,17,9,5,13,17,4,,,,,22,2,,,,3,,,,,,,,,,,76
06/02/2026 04:10:00,87,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,1,9,17,27,,,,,19,7,,,,11,,,,,,,,,,,89
06/02/2026 04:15:00,81,,,,,,,,,,,,,,,,,,,,,,,,,,19,3,12,12,29,18,,,,,17,4,,,,10,,,,,,,,,,,95
06/02/2026 04:20:00,86,,,,,,,,,,,,,,,,,,,,,,,,,,27,7,4,11,17,17,,,,,24,8,,,,15,,,,,,,,,,,103
06/02/2026 04:25:00,86,,,,,,,,,,,,,,,,,,,,,,,,,,18,5,6,6,33,15,,,,,34,9,,,,7,,,,,,,,,,,112
06/02/2026 04:30:00,78,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,14,10,26,13,,,,,24,14,,,,8,,,,,,,,,,,121
06/02/2026 04:35:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,30,6,9,6,32,19,,,,,28,11,,,,13,,,,,,,,,,,138
06/02/2026 04:40:00,96,,,,,,,,,,,,,,,,,,,,,,,,,,26,7,9,12,32,26,,,,,31,7,,,,22,,,,,,,,,,,153
06/02/2026 04:45:00,79,,,,,,,,,,,,,,,,,,,,,,,,,,29,19,15,10,38,26,,,,,27,16,,,,21,,,,,,,,,,,155
06/02/2026 04:50:00,95,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,15,28,31,28,,,,,44,14,,,,31,,,,,,,,,,,152
06/02/2026 04:55:00,97,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,9,14,23,24,,,,,24,14,,,,19,,,,,,,,,,,152
06/02/2026 05:00:00,93,,,,,,,,,,,,,,,,,,,,,,,,,,27,10,13,13,27,24,,,,,41,11,,,,21,,,,,,,,,,,159
06/02/2026 05:05:00,93,,,,,,,,,,,,,,,,,,,,,,,,,,34,11,16,14,37,22,,,,,25,20,,,,17,,,,,,,,,,,173
06/02/2026 05:10:00,98,,,,,,,,,,,,,,,,,,,,,,,,,,18,8,6,21,28,12,,,,,44,9,,,,20,,,,,,,,,,,195
06/02/2026 05:15:00,116,,,,,,,,,,,,,,,,,,,,,,,,,,37,13,11,9,32,12,,,,,36,13,,,,23,,,,,,,,,,,216
06/02/2026 05:20:00,106,,,,,,,,,,,,,,,,,,,,,,,,,,28,19,14,18,64,19,,,,,44,18,,,,20,,,,,,,,,,,233
06/02/2026 05:25:00,129,,,,,,,,,,,,,,,,,,,,,,,,,,41,6,17,18,28,11,,,,,53,8,,,,20,,,,,,,,,,,250
06/02/2026 05:30:00,116,,,,,,,,,,,,,,,,,,,,,,,,,,55,21,27,20,54,23,,,,,48,16,,,,30,,,,,,,,,,,266
06/02/2026 05:35:00,124,,,,,,,,,,,,,,,,,,,,,,,,,,54,21,23,22,43,24,,,,,70,19,,,,47,,,,,,,,,,,285
06/02/2026 05:40:00,112,,,,,,,,,,,,,,,,,,,,,,,,,,51,9,28,16,50,25,,,,,47,14,,,,39,,,,,,,,,,,298
06/02/2026 05:45:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,53,22,17,26,67,25,,,,,43,20,,,,69,,,,,,,,,,,307
06/02/2026 05:50:00,133,,,,,,,,,,,,,,,,,,,,,,,,,,46,38,28,21,36,25,,,,,45,16,,,,70,,,,,,,,,,,308
06/02/2026 05:55:00,124,,,,,,,,,,,,,,,,,,,,,,,,,,39,45,14,31,76,18,,,,,54,11,,,,51,,,,,,,,,,,302
06/02/2026 06:00:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,47,21,28,19,30,31,,,,,49,24,,,,33,,,,,,,,,,,296
06/02/2026 06:05:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,41,9,34,26,58,27,,,,,44,19,,,,34,,,,,,,,,,,298
06/02/2026 06:10:00,137,,,,,,,,,,,,,,,,,,,,,,,,,,46,12,29,23,48,27,,,,,41,24,,,,31,,,,,,,,,,,309
06/02/2026 06:15:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,41,16,20,31,49,16,,,,,47,23,,,,46,,,,,,,,,,,318
06/02/2026 06:20:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,53,17,34,30,37,26,,,,,60,24,,,,41,,,,,,,,,,,326
06/02/2026 06:25:00,146,,,,,,,,,,,,,,,,,,,,,,,,,,41,16,32,35,52,14,,,,,66,23,,,,33,,,,,,,,,,,328
06/02/2026 06:30:00,178,,,,,,,,,,,,,,,,,,,,,,,,,,45,24,43,36,45,11,,,,,60,18,,,,35,,,,,,,,,,,332
06/02/2026 06:35:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,40,18,44,21,46,13,,,,,44,14,,,,34,,,,,,,,,,,340
06/02/2026 06:40:00,144,,,,,,,,,,,,,,,,,,,,,,,,,,37,29,30,41,59,7,,,,,21,12,,,,37,,,,,,,,,,,326
06/02/2026 06:45:00,187,,,,,,,,,,,,,,,,,,,,,,,,,,38,29,38,28,52,17,,,,,25,20,,,,33,,,,,,,,,,,321
06/02/2026 06:50:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,24,14,39,33,49,23,,,,,38,12,,,,43,,,,,,,,,,,317
06/02/2026 06:55:00,174,,,,,,,,,,,,,,,,,,,,,,,,,,37,20,37,55,57,7,,,,,62,13,,,,63,,,,,,,,,,,311
06/02/2026 07:00:00,165,,,,,,,,,,,,,,,,,,,,,,,,,,34,24,39,40,49,16,,,,,19,13,,,,43,,,,,,,,,,,315
06/02/2026 07:05:00,206,,,,,,,,,,,,,,,,,,,,,,,,,,33,19,33,44,57,15,,,,,18,7,,,,59,,,,,,,,,,,315
06/02/2026 07:10:00,180,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,36,24,65,13,,,,,23,25,,,,44,,,,,,,,,,,315
06/02/2026 07:15:00,209,,,,,,,,,,,,,,,,,,,,,,,,,,31,22,44,36,51,10,,,,,19,17,,,,46,,,,,,,,,,,317
06/02/2026 07:20:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,33,34,25,36,59,23,,,,,22,18,,,,40,,,,,,,,,,,321
06/02/2026 07:25:00,165,,,,,,,,,,,,,,,,,,,,,,,,,,36,17,37,24,69,17,,,,,45,20,,,,33,,,,,,,,,,,315
06/02/2026 07:30:00,178,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,31,36,54,15,,,,,26,16,,,,49,,,,,,,,,,,311
06/02/2026 07:35:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,31,22,30,13,70,13,,,,,48,24,,,,53,,,,,,,,,,,308
06/02/2026 07:40:00,213,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,34,16,51,11,,,,,56,16,,,,47,,,,,,,,,,,308
06/02/2026 07:45:00,215,,,,,,,,,,,,,,,,,,,,,,,,,,43,18,44,28,58,18,,,,,53,19,,,,67,,,,,,,,,,,310
06/02/2026 07:50:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,36,11,34,32,51,10,,,,,62,16,,,,89,,,,,,,,,,,308
06/02/2026 07:55:00,215,,,,,,,,,,,,,,,,,,,,,,,,,,34,10,42,38,63,12,,,,,38,27,,,,70,,,,,,,,,,,306
06/02/2026 08:00:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,26,14,33,25,53,25,,,,,49,25,,,,64,,,,,,,,,,,300
06/02/2026 08:05:00,231,,,,,,,,,,,,,,,,,,,,,,,,,,30,18,45,54,56,23,,,,,59,28,,,,64,,,,,,,,,,,303
06/02/2026 08:10:00,175,,,,,,,,,,,,,,,,,,,,,,,,,,36,14,47,33,56,21,,,,,47,19,,,,61,,,,,,,,,,,298
06/02/2026 08:15:00,146,,,,,,,,,,,,,,,,,,,,,,,,,,36,13,40,20,65,17,,,,,43,21,,,,59,,,,,,,,,,,298
06/02/2026 08:20:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,22,18,48,28,60,25,,,,,77,17,,,,43,,,,,,,,,,,304
06/02/2026 08:25:00,163,,,,,,,,,,,,,,,,,,,,,,,,,,39,11,34,26,45,14,,,,,34,29,,,,44,,,,,,,,,,,304
06/02/2026 08:30:00,198,,,,,,,,,,,,,,,,,,,,,,,,,,45,25,34,15,48,22,,,,,49,11,,,,39,,,,,,,,,,,294
06/02/2026 08:35:00,147,,,,,,,,,,,,,,,,,,,,,,,,,,40,6,39,41,44,13,,,,,41,17,,,,33,,,,,,,,,,,300
06/02/2026 08:40:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,47,14,31,29,33,13,,,,,53,26,,,,39,,,,,,,,,,,298
06/02/2026 08:45:00,216,,,,,,,,,,,,,,,,,,,,,,,,,,45,17,35,20,31,19,,,,,38,21,,,,30,,,,,,,,,,,298
06/02/2026 08:50:00,178,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,45,34,33,14,,,,,38,38,,,,49,,,,,,,,,,,292
06/02/2026 08:55:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,40,13,36,19,43,29,,,,,34,37,,,,42,,,,,,,,,,,292
06/02/2026 09:00:00,151,,,,,,,,,,,,,,,,,,,,,,,,,,31,17,26,27,39,25,,,,,21,23,,,,57,,,,,,,,,,,296
06/02/2026 09:05:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,26,20,34,59,43,21,,,,,40,25,,,,43,,,,,,,,,,,290
06/02/2026 09:10:00,182,,,,,,,,,,,,,,,,,,,,,,,,,,21,15,20,45,19,34,,,,,33,39,,,,50,,,,,,,,,,,291
06/02/2026 09:15:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,40,23,14,46,43,25,,,,,43,35,,,,60,,,,,,,,,,,293
06/02/2026 09:20:00,170,,,,,,,,,,,,,,,,,,,,,,,,,,36,17,19,36,43,26,,,,,24,54,,,,52,,,,,,,,,,,296
06/02/2026 09:25:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,43,20,24,41,36,29,,,,,39,35,,,,66,,,,,,,,,,,298
06/02/2026 09:30:00,127,,,,,,,,,,,,,,,,,,,,,,,,,,47,23,34,51,23,40,,,,,53,37,,,,50,,,,,,,,,,,296
06/02/2026 09:35:00,125,,,,,,,,,,,,,,,,,,,,,,,,,,30,25,18,36,30,29,,,,,31,40,,,,48,,,,,,,,,,,298
06/02/2026 09:40:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,38,24,25,38,58,36,,,,,29,44,,,,45,,,,,,,,,,,298
06/02/2026 09:45:00,146,,,,,,,,,,,,,,,,,,,,,,,,,,33,21,21,51,44,39,,,,,30,71,,,,25,,,,,,,,,,,300
06/02/2026 09:50:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,37,26,14,34,34,29,,,,,32,50,,,,40,,,,,,,,,,,300
06/02/2026 09:55:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,25,16,19,46,23,34,,,,,26,55,,,,39,,,,,,,,,,,296
06/02/2026 10:00:00,134,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,31,29,31,30,,,,,21,43,,,,27,,,,,,,,,,,291
06/02/2026 10:05:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,27,24,30,40,36,23,,,,,36,31,,,,34,,,,,,,,,,,292
06/02/2026 10:10:00,188,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,11,44,46,21,,,,,46,30,,,,16,,,,,,,,,,,296
06/02/2026 10:15:00,188,,,,,,,,,,,,,,,,,,,,,,,,,,41,20,19,50,41,32,,,,,30,24,,,,19,,,,,,,,,,,294
06/02/2026 10:20:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,27,20,19,31,40,26,,,,,41,30,,,,19,,,,,,,,,,,296
06/02/2026 10:25:00,136,,,,,,,,,,,,,,,,,,,,,,,,,,23,17,16,61,49,25,,,,,31,28,,,,23,,,,,,,,,,,298
06/02/2026 10:30:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,26,24,11,51,35,25,,,,,33,35,,,,20,,,,,,,,,,,298
06/02/2026 10:35:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,21,34,14,54,38,19,,,,,28,39,,,,25,,,,,,,,,,,298
06/02/2026 10:40:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,24,24,27,56,20,30,,,,,39,43,,,,23,,,,,,,,,,,304
06/02/2026 10:45:00,140,,,,,,,,,,,,,,,,,,,,,,,,,,24,18,16,60,41,17,,,,,40,38,,,,15,,,,,,,,,,,300
06/02/2026 10:50:00,146,,,,,,,,,,,,,,,,,,,,,,,,,,23,27,14,66,51,36,,,,,31,26,,,,23,,,,,,,,,,,296
06/02/2026 10:55:00,142,,,,,,,,,,,,,,,,,,,,,,,,,,20,29,11,54,36,37,,,,,25,35,,,,30,,,,,,,,,,,298
06/02/2026 11:00:00,138,,,,,,,,,,,,,,,,,,,,,,,,,,28,23,18,53,28,29,,,,,51,31,,,,21,,,,,,,,,,,296
06/02/2026 11:05:00,106,,,,,,,,,,,,,,,,,,,,,,,,,,43,23,17,50,50,30,,,,,43,39,,,,19,,,,,,,,,,,304
06/02/2026 11:10:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,29,21,21,54,43,38,,,,,40,37,,,,23,,,,,,,,,,,311
06/02/2026 11:15:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,23,21,22,47,29,31,,,,,28,33,,,,32,,,,,,,,,,,298
06/02/2026 11:20:00,125,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,26,63,39,25,,,,,39,36,,,,24,,,,,,,,,,,311
06/02/2026 11:25:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,34,21,21,44,30,41,,,,,31,30,,,,23,,,,,,,,,,,325
06/02/2026 11:30:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,29,25,24,54,30,47,,,,,36,36,,,,25,,,,,,,,,,,310
06/02/2026 11:35:00,163,,,,,,,,,,,,,,,,,,,,,,,,,,28,21,11,46,44,70,,,,,40,54,,,,33,,,,,,,,,,,315
06/02/2026 11:40:00,147,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,9,50,33,46,,,,,27,37,,,,39,,,,,,,,,,,311
06/02/2026 11:45:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,20,25,24,30,44,37,,,,,40,44,,,,36,,,,,,,,,,,309
06/02/2026 11:50:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,43,23,23,49,17,34,,,,,23,40,,,,31,,,,,,,,,,,307
06/02/2026 11:55:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,25,54,20,35,,,,,24,53,,,,26,,,,,,,,,,,311
06/02/2026 12:00:00,158,,,,,,,,,,,,,,,,,,,,,,,,,,28,21,24,43,45,40,,,,,43,38,,,,40,,,,,,,,,,,311
06/02/2026 12:05:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,29,31,29,40,44,37,,,,,39,38,,,,38,,,,,,,,,,,319
06/02/2026 12:10:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,38,28,28,51,51,37,,,,,35,36,,,,23,,,,,,,,,,,315
06/02/2026 12:15:00,170,,,,,,,,,,,,,,,,,,,,,,,,,,30,11,21,41,44,30,,,,,46,34,,,,16,,,,,,,,,,,315
06/02/2026 12:20:00,226,,,,,,,,,,,,,,,,,,,,,,,,,,42,30,13,68,43,47,,,,,23,47,,,,28,,,,,,,,,,,317
06/02/2026 12:25:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,27,59,43,27,,,,,27,50,,,,27,,,,,,,,,,,317
06/02/2026 12:30:00,176,,,,,,,,,,,,,,,,,,,,,,,,,,26,30,24,55,38,35,,,,,33,54,,,,28,,,,,,,,,,,329
06/02/2026 12:35:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,31,20,26,50,29,32,,,,,33,54,,,,20,,,,,,,,,,,323
06/02/2026 12:40:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,29,28,18,60,39,36,,,,,40,53,,,,30,,,,,,,,,,,323
06/02/2026 12:45:00,174,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,24,60,32,37,,,,,39,44,,,,21,,,,,,,,,,,323
06/02/2026 12:50:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,32,25,16,51,37,40,,,,,32,56,,,,19,,,,,,,,,,,317
06/02/2026 12:55:00,177,,,,,,,,,,,,,,,,,,,,,,,,,,17,26,14,56,39,36,,,,,37,47,,,,19,,,,,,,,,,,319
06/02/2026 13:00:00,147,,,,,,,,,,,,,,,,,,,,,,,,,,26,25,16,56,40,28,,,,,21,44,,,,28,,,,,,,,,,,330
06/02/2026 13:05:00,164,,,,,,,,,,,,,,,,,,,,,,,,,,31,36,20,81,28,50,,,,,35,28,,,,18,,,,,,,,,,,331
06/02/2026 13:10:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,39,27,18,64,32,59,,,,,31,47,,,,29,,,,,,,,,,,332
06/02/2026 13:15:00,158,,,,,,,,,,,,,,,,,,,,,,,,,,20,38,22,58,6,46,,,,,44,76,,,,26,,,,,,,,,,,334
06/02/2026 13:20:00,177,,,,,,,,,,,,,,,,,,,,,,,,,,43,27,14,71,59,60,,,,,34,64,,,,36,,,,,,,,,,,343
06/02/2026 13:25:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,25,26,20,58,50,41,,,,,40,48,,,,37,,,,,,,,,,,334
06/02/2026 13:30:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,30,31,15,54,31,34,,,,,22,54,,,,41,,,,,,,,,,,329
06/02/2026 13:35:00,151,,,,,,,,,,,,,,,,,,,,,,,,,,32,32,29,66,43,58,,,,,27,45,,,,32,,,,,,,,,,,334
06/02/2026 13:40:00,180,,,,,,,,,,,,,,,,,,,,,,,,,,30,27,25,68,36,43,,,,,40,47,,,,33,,,,,,,,,,,321
06/02/2026 13:45:00,195,,,,,,,,,,,,,,,,,,,,,,,,,,31,33,17,64,70,38,,,,,28,57,,,,21,,,,,,,,,,,331
06/02/2026 13:50:00,158,,,,,,,,,,,,,,,,,,,,,,,,,,42,31,20,70,34,31,,,,,33,53,,,,23,,,,,,,,,,,325
06/02/2026 13:55:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,24,36,17,73,56,45,,,,,33,68,,,,36,,,,,,,,,,,323
06/02/2026 14:00:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,41,26,15,68,43,42,,,,,27,59,,,,42,,,,,,,,,,,325
06/02/2026 14:05:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,33,30,19,80,46,53,,,,,24,33,,,,29,,,,,,,,,,,327
06/02/2026 14:10:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,33,24,21,60,40,55,,,,,58,46,,,,30,,,,,,,,,,,325
06/02/2026 14:15:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,19,80,60,44,,,,,39,46,,,,26,,,,,,,,,,,322
06/02/2026 14:20:00,152,,,,,,,,,,,,,,,,,,,,,,,,,,34,27,16,69,47,68,,,,,41,54,,,,20,,,,,,,,,,,322
