timestamp,777204_ML_entry,777215_FR,777244_FR,772690_OR,772691_FR,772981_FR,772982_OR,774412_OR,774413_FR,774458_CD,774459_FF,737211_OR,774193_FF,718318_OR,718319_FR,716844_OR,717961_FR,716846_OR,717965_FR,716850_OR,761735_FR,716852_OR,717974_FR,716854_OR,716856_FF,718043_OR,716858_OR,718477_FR,716861_OR,717982_FR,716862_OR,717991_FR,716864_OR,717994_FR,716866_OR,717999_FR,718004_OR,718005_FR,718494_FR,716869_OR,716871_OR,718009_FR,717802_OR,718013_FR,765597_FF,776229_FR,718015_FR,763935_OR,776256_FF,768446_FR,776243_OR,776187_FR,776188_ML_exit
06/04/2026 04:40:00,87,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,11,18,35,25,,,,,39,11,,,,17,,,,,,,,,,,157
06/04/2026 04:45:00,96,,,,,,,,,,,,,,,,,,,,,,,,,,38,24,14,24,27,33,,,,,34,14,,,,26,,,,,,,,,,,157
06/04/2026 04:50:00,86,,,,,,,,,,,,,,,,,,,,,,,,,,22,11,18,21,26,33,,,,,33,19,,,,14,,,,,,,,,,,160
06/04/2026 04:55:00,97,,,,,,,,,,,,,,,,,,,,,,,,,,33,22,13,14,26,29,,,,,29,23,,,,16,,,,,,,,,,,156
06/04/2026 05:00:00,83,,,,,,,,,,,,,,,,,,,,,,,,,,21,12,18,13,32,12,,,,,40,14,,,,24,,,,,,,,,,,163
06/04/2026 05:05:00,97,,,,,,,,,,,,,,,,,,,,,,,,,,25,12,18,11,33,15,,,,,36,13,,,,19,,,,,,,,,,,179
06/04/2026 05:10:00,98,,,,,,,,,,,,,,,,,,,,,,,,,,31,13,15,12,31,15,,,,,28,13,,,,15,,,,,,,,,,,195
06/04/2026 05:15:00,116,,,,,,,,,,,,,,,,,,,,,,,,,,28,8,11,13,53,18,,,,,42,16,,,,17,,,,,,,,,,,220
06/04/2026 05:20:00,110,,,,,,,,,,,,,,,,,,,,,,,,,,39,19,14,23,34,20,,,,,56,18,,,,37,,,,,,,,,,,237
06/04/2026 05:25:00,104,,,,,,,,,,,,,,,,,,,,,,,,,,54,20,22,15,28,16,,,,,54,22,,,,30,,,,,,,,,,,256
06/04/2026 05:30:00,124,,,,,,,,,,,,,,,,,,,,,,,,,,44,14,20,25,53,21,,,,,56,14,,,,33,,,,,,,,,,,279
06/04/2026 05:35:00,120,,,,,,,,,,,,,,,,,,,,,,,,,,40,18,26,14,34,17,,,,,70,16,,,,38,,,,,,,,,,,308
06/04/2026 05:40:00,125,,,,,,,,,,,,,,,,,,,,,,,,,,60,19,31,12,59,20,,,,,58,9,,,,38,,,,,,,,,,,309
06/04/2026 05:45:00,133,,,,,,,,,,,,,,,,,,,,,,,,,,50,31,22,22,43,23,,,,,48,20,,,,56,,,,,,,,,,,317
06/04/2026 05:50:00,111,,,,,,,,,,,,,,,,,,,,,,,,,,45,25,20,18,45,37,,,,,56,22,,,,53,,,,,,,,,,,317
06/04/2026 05:55:00,124,,,,,,,,,,,,,,,,,,,,,,,,,,45,37,15,26,56,28,,,,,35,16,,,,36,,,,,,,,,,,308
06/04/2026 06:00:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,54,29,23,19,36,31,,,,,44,10,,,,45,,,,,,,,,,,302
06/04/2026 06:05:00,150,,,,,,,,,,,,,,,,,,,,,,,,,,43,19,26,15,49,19,,,,,55,18,,,,39,,,,,,,,,,,311
06/04/2026 06:10:00,157,,,,,,,,,,,,,,,,,,,,,,,,,,41,13,33,32,37,15,,,,,54,19,,,,33,,,,,,,,,,,325
06/04/2026 06:15:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,43,15,27,26,42,21,,,,,56,28,,,,28,,,,,,,,,,,332
06/04/2026 06:20:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,39,26,29,23,40,11,,,,,62,22,,,,48,,,,,,,,,,,334
06/04/2026 06:25:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,36,27,23,33,48,17,,,,,51,22,,,,27,,,,,,,,,,,341
06/04/2026 06:30:00,142,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,30,28,50,17,,,,,53,19,,,,50,,,,,,,,,,,346
06/04/2026 06:35:00,157,,,,,,,,,,,,,,,,,,,,,,,,,,34,27,20,53,65,21,,,,,43,14,,,,35,,,,,,,,,,,353
06/04/2026 06:40:00,150,,,,,,,,,,,,,,,,,,,,,,,,,,38,36,23,48,86,16,,,,,46,23,,,,45,,,,,,,,,,,340
06/04/2026 06:45:00,147,,,,,,,,,,,,,,,,,,,,,,,,,,39,30,39,48,98,13,,,,,52,26,,,,55,,,,,,,,,,,330
06/04/2026 06:50:00,215,,,,,,,,,,,,,,,,,,,,,,,,,,36,25,27,41,64,17,,,,,43,27,,,,71,,,,,,,,,,,326
06/04/2026 06:55:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,44,33,35,37,55,15,,,,,45,18,,,,63,,,,,,,,,,,321
06/04/2026 07:00:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,36,16,33,28,55,21,,,,,50,18,,,,57,,,,,,,,,,,319
06/04/2026 07:05:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,34,15,37,38,50,16,,,,,74,21,,,,50,,,,,,,,,,,323
06/04/2026 07:10:00,186,,,,,,,,,,,,,,,,,,,,,,,,,,33,16,34,38,66,10,,,,,69,21,,,,36,,,,,,,,,,,324
06/04/2026 07:15:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,29,14,33,39,90,8,,,,,76,28,,,,40,,,,,,,,,,,327
06/04/2026 07:20:00,202,,,,,,,,,,,,,,,,,,,,,,,,,,30,17,44,17,65,7,,,,,60,13,,,,37,,,,,,,,,,,328
06/04/2026 07:25:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,36,27,34,49,78,16,,,,,53,29,,,,56,,,,,,,,,,,325
06/04/2026 07:30:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,39,21,26,38,74,17,,,,,40,24,,,,47,,,,,,,,,,,326
06/04/2026 07:35:00,218,,,,,,,,,,,,,,,,,,,,,,,,,,39,17,39,34,60,20,,,,,45,21,,,,38,,,,,,,,,,,325
06/04/2026 07:40:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,39,20,44,34,49,20,,,,,58,29,,,,58,,,,,,,,,,,322
06/04/2026 07:45:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,40,18,40,26,54,14,,,,,51,27,,,,68,,,,,,,,,,,319
06/04/2026 07:50:00,238,,,,,,,,,,,,,,,,,,,,,,,,,,22,16,33,27,70,27,,,,,57,29,,,,57,,,,,,,,,,,317
06/04/2026 07:55:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,37,19,35,32,56,23,,,,,44,30,,,,75,,,,,,,,,,,318
06/04/2026 08:00:00,215,,,,,,,,,,,,,,,,,,,,,,,,,,27,22,33,31,56,17,,,,,48,16,,,,63,,,,,,,,,,,313
06/04/2026 08:05:00,199,,,,,,,,,,,,,,,,,,,,,,,,,,25,20,36,36,57,23,,,,,71,26,,,,65,,,,,,,,,,,311
06/04/2026 08:10:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,36,13,34,41,42,21,,,,,54,17,,,,40,,,,,,,,,,,310
06/04/2026 08:15:00,202,,,,,,,,,,,,,,,,,,,,,,,,,,38,19,36,52,47,23,,,,,58,30,,,,46,,,,,,,,,,,306
06/04/2026 08:20:00,224,,,,,,,,,,,,,,,,,,,,,,,,,,41,16,39,46,41,17,,,,,29,39,,,,72,,,,,,,,,,,311
06/04/2026 08:25:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,30,18,33,31,56,9,,,,,43,38,,,,51,,,,,,,,,,,311
06/04/2026 08:30:00,225,,,,,,,,,,,,,,,,,,,,,,,,,,28,34,27,44,36,19,,,,,36,28,,,,47,,,,,,,,,,,308
06/04/2026 08:35:00,199,,,,,,,,,,,,,,,,,,,,,,,,,,32,19,33,35,54,19,,,,,41,33,,,,74,,,,,,,,,,,309
06/04/2026 08:40:00,211,,,,,,,,,,,,,,,,,,,,,,,,,,37,20,23,42,33,25,,,,,41,34,,,,52,,,,,,,,,,,311
06/04/2026 08:45:00,210,,,,,,,,,,,,,,,,,,,,,,,,,,30,16,27,34,42,26,,,,,36,23,,,,47,,,,,,,,,,,310
06/04/2026 08:50:00,205,,,,,,,,,,,,,,,,,,,,,,,,,,33,17,35,40,42,27,,,,,45,30,,,,50,,,,,,,,,,,310
06/04/2026 08:55:00,154,,,,,,,,,,,,,,,,,,,,,,,,,,35,23,16,49,34,35,,,,,32,30,,,,48,,,,,,,,,,,303
06/04/2026 09:00:00,168,,,,,,,,,,,,,,,,,,,,,,,,,,19,19,34,49,34,42,,,,,19,28,,,,38,,,,,,,,,,,302
06/04/2026 09:05:00,187,,,,,,,,,,,,,,,,,,,,,,,,,,36,17,23,38,31,31,,,,,32,43,,,,51,,,,,,,,,,,303
06/04/2026 09:10:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,21,20,21,29,34,45,,,,,36,32,,,,59,,,,,,,,,,,300
06/04/2026 09:15:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,40,17,25,32,39,34,,,,,43,30,,,,40,,,,,,,,,,,303
06/04/2026 09:20:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,45,25,14,36,33,43,,,,,27,32,,,,38,,,,,,,,,,,306
06/04/2026 09:25:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,41,25,15,47,36,23,,,,,41,33,,,,24,,,,,,,,,,,304
06/04/2026 09:30:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,27,21,22,41,29,32,,,,,40,38,,,,76,,,,,,,,,,,307
06/04/2026 09:35:00,168,,,,,,,,,,,,,,,,,,,,,,,,,,36,25,22,60,37,38,,,,,42,29,,,,25,,,,,,,,,,,307
06/04/2026 09:40:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,33,20,20,46,38,44,,,,,30,34,,,,40,,,,,,,,,,,308
06/04/2026 09:45:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,25,22,21,43,52,33,,,,,34,38,,,,50,,,,,,,,,,,307
06/04/2026 09:50:00,140,,,,,,,,,,,,,,,,,,,,,,,,,,29,19,22,50,40,53,,,,,26,38,,,,35,,,,,,,,,,,308
06/04/2026 09:55:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,34,9,27,48,44,33,,,,,29,57,,,,37,,,,,,,,,,,304
06/04/2026 10:00:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,47,17,21,50,31,29,,,,,27,49,,,,36,,,,,,,,,,,302
06/04/2026 10:05:00,155,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,31,59,50,33,,,,,32,39,,,,40,,,,,,,,,,,304
06/04/2026 10:10:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,43,13,25,39,39,24,,,,,33,38,,,,18,,,,,,,,,,,303
06/04/2026 10:15:00,150,,,,,,,,,,,,,,,,,,,,,,,,,,40,20,23,29,47,39,,,,,24,38,,,,24,,,,,,,,,,,304
06/04/2026 10:20:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,25,17,17,59,29,33,,,,,42,42,,,,30,,,,,,,,,,,308
06/04/2026 10:25:00,134,,,,,,,,,,,,,,,,,,,,,,,,,,31,23,23,48,45,40,,,,,35,37,,,,22,,,,,,,,,,,309
06/04/2026 10:30:00,147,,,,,,,,,,,,,,,,,,,,,,,,,,36,22,25,48,18,23,,,,,31,35,,,,25,,,,,,,,,,,306
06/04/2026 10:35:00,165,,,,,,,,,,,,,,,,,,,,,,,,,,38,21,23,44,37,36,,,,,43,31,,,,34,,,,,,,,,,,308
06/04/2026 10:40:00,165,,,,,,,,,,,,,,,,,,,,,,,,,,33,19,22,65,42,29,,,,,33,35,,,,14,,,,,,,,,,,309
06/04/2026 10:45:00,173,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,15,54,43,37,,,,,46,39,,,,33,,,,,,,,,,,309
06/04/2026 10:50:00,182,,,,,,,,,,,,,,,,,,,,,,,,,,34,23,13,49,53,34,,,,,45,36,,,,25,,,,,,,,,,,311
06/04/2026 10:55:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,44,26,15,44,57,35,,,,,28,44,,,,21,,,,,,,,,,,305
06/04/2026 11:00:00,157,,,,,,,,,,,,,,,,,,,,,,,,,,33,11,30,62,52,38,,,,,26,43,,,,26,,,,,,,,,,,307
06/04/2026 11:05:00,163,,,,,,,,,,,,,,,,,,,,,,,,,,28,33,24,50,32,38,,,,,30,45,,,,32,,,,,,,,,,,306
06/04/2026 11:10:00,139,,,,,,,,,,,,,,,,,,,,,,,,,,28,32,14,51,28,33,,,,,25,40,,,,29,,,,,,,,,,,308
06/04/2026 11:15:00,206,,,,,,,,,,,,,,,,,,,,,,,,,,37,19,14,41,37,34,,,,,37,36,,,,25,,,,,,,,,,,311
06/04/2026 11:20:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,41,21,18,67,32,27,,,,,21,38,,,,24,,,,,,,,,,,311
06/04/2026 11:25:00,146,,,,,,,,,,,,,,,,,,,,,,,,,,28,22,21,38,23,41,,,,,40,44,,,,29,,,,,,,,,,,311
06/04/2026 11:30:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,32,19,24,43,28,34,,,,,29,43,,,,38,,,,,,,,,,,315
06/04/2026 11:35:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,37,24,38,49,33,45,,,,,30,38,,,,22,,,,,,,,,,,315
06/04/2026 11:40:00,166,,,,,,,,,,,,,,,,,,,,,,,,,,23,19,19,45,29,39,,,,,24,47,,,,34,,,,,,,,,,,315
06/04/2026 11:45:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,24,25,16,44,31,46,,,,,24,72,,,,70,,,,,,,,,,,315
06/04/2026 11:50:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,32,23,13,69,26,55,,,,,20,51,,,,21,,,,,,,,,,,313
06/04/2026 11:55:00,148,,,,,,,,,,,,,,,,,,,,,,,,,,19,21,14,55,18,52,,,,,15,53,,,,12,,,,,,,,,,,315
06/04/2026 12:00:00,153,,,,,,,,,,,,,,,,,,,,,,,,,,24,34,8,60,18,32,,,,,21,53,,,,22,,,,,,,,,,,313
06/04/2026 12:05:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,31,30,19,50,15,47,,,,,22,69,,,,31,,,,,,,,,,,317
06/04/2026 12:10:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,23,25,25,72,30,53,,,,,33,47,,,,41,,,,,,,,,,,317
06/04/2026 12:15:00,163,,,,,,,,,,,,,,,,,,,,,,,,,,19,17,26,63,28,48,,,,,26,66,,,,58,,,,,,,,,,,321
06/04/2026 12:20:00,182,,,,,,,,,,,,,,,,,,,,,,,,,,33,22,18,60,44,58,,,,,33,68,,,,44,,,,,,,,,,,321
06/04/2026 12:25:00,143,,,,,,,,,,,,,,,,,,,,,,,,,,33,35,16,55,36,54,,,,,18,64,,,,46,,,,,,,,,,,320
06/04/2026 12:30:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,38,18,13,56,52,54,,,,,33,46,,,,28,,,,,,,,,,,320
06/04/2026 12:35:00,160,,,,,,,,,,,,,,,,,,,,,,,,,,35,34,30,44,28,28,,,,,47,38,,,,32,,,,,,,,,,,321
06/04/2026 12:40:00,156,,,,,,,,,,,,,,,,,,,,,,,,,,38,24,19,60,31,37,,,,,38,56,,,,31,,,,,,,,,,,323
06/04/2026 12:45:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,41,27,24,61,45,33,,,,,32,44,,,,26,,,,,,,,,,,323
06/04/2026 12:50:00,162,,,,,,,,,,,,,,,,,,,,,,,,,,33,27,17,55,69,48,,,,,37,49,,,,28,,,,,,,,,,,321
06/04/2026 12:55:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,31,46,29,61,18,42,,,,,30,50,,,,15,,,,,,,,,,,321
06/04/2026 13:00:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,44,29,19,60,42,42,,,,,37,47,,,,26,,,,,,,,,,,317
06/04/2026 13:05:00,158,,,,,,,,,,,,,,,,,,,,,,,,,,25,36,33,71,19,45,,,,,34,39,,,,26,,,,,,,,,,,321
06/04/2026 13:10:00,159,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,21,70,29,42,,,,,51,36,,,,36,,,,,,,,,,,323
06/04/2026 13:15:00,192,,,,,,,,,,,,,,,,,,,,,,,,,,33,42,18,64,34,47,,,,,34,46,,,,25,,,,,,,,,,,325
06/04/2026 13:20:00,169,,,,,,,,,,,,,,,,,,,,,,,,,,30,25,16,79,38,27,,,,,36,58,,,,36,,,,,,,,,,,325
06/04/2026 13:25:00,196,,,,,,,,,,,,,,,,,,,,,,,,,,30,27,14,62,23,40,,,,,25,53,,,,40,,,,,,,,,,,325
06/04/2026 13:30:00,175,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,19,69,48,55,,,,,38,62,,,,27,,,,,,,,,,,323
06/04/2026 13:35:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,30,14,16,72,44,25,,,,,36,53,,,,38,,,,,,,,,,,325
06/04/2026 13:40:00,208,,,,,,,,,,,,,,,,,,,,,,,,,,43,25,14,69,66,44,,,,,29,55,,,,28,,,,,,,,,,,328
06/04/2026 13:45:00,209,,,,,,,,,,,,,,,,,,,,,,,,,,44,35,40,63,42,38,,,,,31,48,,,,29,,,,,,,,,,,326
06/04/2026 13:50:00,177,,,,,,,,,,,,,,,,,,,,,,,,,,47,30,32,69,42,38,,,,,25,54,,,,40,,,,,,,,,,,325
06/04/2026 13:55:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,33,29,22,61,42,46,,,,,32,59,,,,28,,,,,,,,,,,322
06/04/2026 14:00:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,36,25,20,60,37,50,,,,,35,45,,,,34,,,,,,,,,,,319
06/04/2026 14:05:00,179,,,,,,,,,,,,,,,,,,,,,,,,,,33,19,30,71,49,40,,,,,41,28,,,,37,,,,,,,,,,,321
06/04/2026 14:10:00,177,,,,,,,,,,,,,,,,,,,,,,,,,,33,35,18,83,57,36,,,,,39,23,,,,29,,,,,,,,,,,327
06/04/2026 14:15:00,183,,,,,,,,,,,,,,,,,,,,,,,,,,31,23,26,60,50,38,,,,,27,27,,,,20,,,,,,,,,,,327
06/04/2026 14:20:00,182,,,,,,,,,,,,,,,,,,,,,,,,,,36,31,21,80,28,41,,,,,34,28,,,,29,,,,,,,,,,,326
